Counter,Ref Num,Row Num,id,Rep Text,Link,Main Text,Cleaned Text,Subject,Query,Reference Published Date,Who Published?,Reference Name,Access Date,Reference Text,Reference URL,State
9,1,111,4363,#فوری 💥در تکذیبیه امروز #خودرو مبنی بر تکذیب خرید 17 درصد سهام ایران خودرو توسط #فیات نکته,https://t.me/Eco4all/4363,💥در تکذیبیه امروز #خودرو مبنی بر تکذیب خرید 17 درصد سهام ایران خودرو توسط #فیات نکته ای نهفته است! 📝مثل تکذیبیه ای که مدیران #ذوب، برای افزایش سرمایه 300 درصدی صادر کردند بعد از چند روز، افزایش سرمایه 600 درصدی منتشر کردند و گفتند: ما گفتیم که 300 درصد کذب است !,"در تکذیبیه امروز خودرو مبنی بر تکذیب خرید 17 درصد سهام ایران خودرو توسط فیات نکته ای نهفته است! مثل تکذیبیه ای که مدیران ذوب، برای افزایش سرمایه 300 درصدی صادر کردند. بعد از چند روز، افزایش سرمایه 600 درصدی منتشر کردند و گفتند: ""ما گفتیم که 300 درصد کذب است!""",فروش سهام به فیات,تکذیب خرید 17 درصد سهام ایران خودرو توسط فیات,۲۲/۰۱/۱۳۹۵,بورس پرس,بورس پرس,۲۳/۰۱/۱۳۹۷,علت صف فروش ایران خودرو مشخص شد: تکذیب خرید سهام توسط فیات تکذیب رسمی خرید ۱۷ درصد سهام ایران خودرو توسط فیات موجب شد تا سهام این شرکت امروز با کاهش قیمت و صف فروش ۱۵ میلیون سهمی مواجه شود. به گزارش پایگاه خبری بورس پرس، درحالی طی روزهای اخیر زمزمه هایی مبنی بر انجام مذاکراتی برای خرید سهام شرکت های خودرو ساز از جمله 17 و 20 درصد سهام ایران خودرو و سایپا در بین فعالان بازار سرمایه شنیده و این عامل موجب رشد همراه با نوسان قیمت سهام گروه خودرویی شده که تکذیب رسمی خرید 17 درصد سهام ایران خودرو توسط فیات موجب شد تا سهام این شرکت امروز با کاهش قیمت و صف فروش 15 میلیون سهمی مواجه شود. براساس این گزارش، مدیریت ارتباطات ایران خودرو با انتشار خبری با تیتر ایران خودرو: خرید سهام ایران خودرو توسط فیات کذب است با تاکید بر اینکه اخبار مربوط به این گروه خودروسازی تنها از سوی مدیرعامل و رسانه های رسمی این شرکت اطلاع رسانی می شود، اعلام کرد در چند روز اخیر اظهارنظرهایی در مورد نحوه همکاری ایران خودرو و شرکت های خودروساز جهانی منتشر شده که هیچ یک از آنها قابل استناد نیست. همانگونه که مدیرعامل گروه صنعتی ایران خودرو پیشتر اعلام کرده، تماس ها و مذاکرات جدی گروه صنعتی ایران خودرو و شرکت های خودروساز جهانی به صورت مداوم در حال انجام است و جزئیات و اخبار مربوط به آن از سوی مدیرعامل و رسانه های رسمی گروه صنعتی ایران خودرو اطلاع رسانی خواهد شد. طی روزهای اخیر مطالبی پیرامون نحوه و سطح همکاری های گروه صنعتی ایران خودرو و شرکت های خودروساز جهانی مطرح شده است. ناگفته پیداست که اظهارنظر پیرامون چنین موضوعاتی، نیازمند آگاهی و اشراف بر جزئیات مذاکرات است و کسانی که در متن این گفتگوها و تماس ها قرار ندارند، نمی توانند اطلاعات صحیحی در اختیار رسانه ها و افکار عمومی قرار دهند. مدیریت ارتباطات و امور بین­ الملل گروه صنعتی ایران خودرو با تاکید بر اینکه این گونه اظهارنظرهای غیرمسئولانه، علاوه بر غیرمرتبط و غیرمستند بودن، در روند مذاکرات و توافق های موردنظر اختلال ایجاد می کنند، از رسانه ها درخواست کرد با توجه به حساسیت مذاکرات و توافق های بین المللی، اخبار و اطلاعات مربوط به این همکاری ها را فقط از سوی مدیرعامل و رسانه های رسمی ایران خودرو دریافت و منتشر کنند.,http://boursepress.ir/news/26749/%D8%B9%D9%84%D8%AA-%D8%B5%D9%81-%D9%81%D8%B1%D9%88%D8%B4-%D8%A7%DB%8C%D8%B1%D8%A7%D9%86,V
9,2,111,4363,#فوری 💥در تکذیبیه امروز #خودرو مبنی بر تکذیب خرید 17 درصد سهام ایران خودرو توسط #فیات نکته,https://t.me/Eco4all/4363,💥در تکذیبیه امروز #خودرو مبنی بر تکذیب خرید 17 درصد سهام ایران خودرو توسط #فیات نکته ای نهفته است! 📝مثل تکذیبیه ای که مدیران #ذوب، برای افزایش سرمایه 300 درصدی صادر کردند بعد از چند روز، افزایش سرمایه 600 درصدی منتشر کردند و گفتند: ما گفتیم که 300 درصد کذب است !,"در تکذیبیه امروز خودرو مبنی بر تکذیب خرید 17 درصد سهام ایران خودرو توسط فیات نکته ای نهفته است! مثل تکذیبیه ای که مدیران ذوب، برای افزایش سرمایه 300 درصدی صادر کردند. بعد از چند روز، افزایش سرمایه 600 درصدی منتشر کردند و گفتند: ""ما گفتیم که 300 درصد کذب است!""",فروش سهام به فیات,تکذیب خرید 17 درصد سهام ایران خودرو توسط فیات,۱۱/۱۱/۱۳۹۶,مخبرنیوز,ایسکانیوز,۲۳/۰۱/۱۳۹۷,"به گزارش خبرنگار گروه اقتصادی ایسکانیوز، روزی که می توانست در تاریخ صنعت خودروسازی ایران به عنوان روزی به یادماندنی تلقی شود، تبدیل به یکی از سیاه ترین روزهای این صنعت شد. خریدار یا بهتر آنکه بگوییم خریداران که تا امروز آماده بودند، امروز دیگر اجازه خرید سهام را ندارند. دلیلش عدم احراز صلاحیت مربوط به اهلیت بوده است. این توقف فروش سهام، ضربه بزرگی به ارزش سهام ایران خودرو وارد کرد. موجی که حتی دامان خودروسازان بزرگ دیگر، یعنی سایپا و پارس خودرو را گرفت. در این میان غیر از خریداران حقوقی، صدای متقاضیان حقیقی یعنی مردم نیز درآمده است. آخرین قیمت سهام ایران خودرو 2763 ریال بوده که کاهشی 5 درصدی را نشان می دهد. به عقیده ناظران، این کاهش می تواند طی روزهای آتی ادامه دار باشد. از شواهد این گونه برمی آید که هر زمان که «نیاز باشد» ارزش سهام ایران خودرو کاهش می یابد و یا به عبارتی دیگر سبک می شود. در مقابل هر زمان که «نیاز نباشد» ارزش سهام این شرکت سنگین می شود، به طرزی که دیگر قابل خریداری توسط افراد حقوقی و حقیقی نیست. داستان فروش سهام ایران خودرو و یا شرکت های اقماری آن، داستان هزار و یک شب است. درست سال گذشته در همین ایام بود که شرکت ایران خودرو با انتشار اطلاعیه ای در سامانه کدال فروش سهام ""خگستر"" و ""پارسیان"" خود را آگهی کرد تا سهام این دو زیرمجموعه خود را از طریق مزایده عمومی سازمان بورس و اوراق بهادار، واگذار کند. بر اساس این گزارش، سهام قابل عرضه شرکت گسترش سرمایه گذاری ایران خودرو 240 میلیون سهم معادل 16 درصد کل سهام شرکت به ارزش پایه هر سهم 7 هزار ریال است که طبق اطلاعات موجود به صورت نقدی واگذار خواهد شد. علاوه بر این 14.11 درصد سهام بیمه پارسیان متعلق به گروه ایران خودرو نیز در قیمت 3750 ریال به صورت نقدی عرضه خواهد شد. پیش از آن در آذر سال گذشته نیز گفته شد ایران خودرو در نامه ای به سازمان بورس، از تصمیم خود برای واگذاری بلوک بانک پارسیان خبر داده است. انتشار این خبر موجب رشد سهام ایران خودرو حتی تا سقف قیمتی 5 درصد در بازار سهام نیز شد که البته با عرضه های سنگین مواجه شده و صف خرید این سهم پایدار نماند. یک ماه بعد در دی بود که گروه صنعتی ایران خودرو با ارسال نامه ای به سازمان بورس و اوراق بهادار اعلام کرد که قصد دارد 16.6 درصد از سهام خود در شرکت گسترش سرمایه گذاری ایران خودرو را واگذار کند. بدیهی است پس از انجام عملیات کارشناسی و تعیین قیمت پایه نسبت به درج آگهی مزایده در روزنامه های کثیرالانتشار و هم چنین اطلاع رسانی از طریق سامانه کدال اقدام لازم صورت می پذیرد. می توان ریشه این بازی موش و گربه با خریدار و فروشنده را در واپسین روزهای سال 92 یافت. زمانی که به طرزی ناگهانی خریدوفروش سهام ایران خودرو متوقف شد. آن روز نماد معاملاتی شرکت ایران خودرو با توجه به تعدیل پیش بینی درآمد هر سهم متوقف شد. این شرکت که به تازگی مجوز افزایش سرمایه 60 درصدی آن صادر شده است، با قیمت 264 تومان و برخورداری از صف خرید یک میلیونی متوقف شد. این در حالی بوده است که در بهمن ماه همان سال 92 اعلام شد که سهام شرکت های فعال در گروه ""خودرو"" (نماد سهام ایران خودرو) در حالی طی روزهای گذشته با افت قیمت همراه شدند که پیرامون این مجموعه ها به ویژه شرکت ایران خودرو شایعات مختلفی میان فعالان بازار سرمایه منتشر شده است. به تعویق افتادن زمان فروش بلوک 33 درصدی بانک پارسیان و وجود متقاضی خارجی جهت خرید سهام شرکت گسترش سرمایه گذاری ایران خودرو از جمله این شایعات به شمار می روند. آن زمان هاشم یکه زارع گفته بود برنامه فروش بلوک 33 درصدی بانک پارسیان یکی از اولویت های کاری ""خودرو"" به شمار می رود، به گونه ای که در حال انجام مذاکرات نهایی دراین ارتباط هستیم. یکه زارع در ارتباط با شایعات منتشر شده پیرامون انتقال برنامه فروش بلوک بانک پارسیان به سال آینده (1393) تصریح کرد: هدف اصلی این مجموعه اجرای برنامه مذکور تا پایان سال جاری است به طوری که تمام تلاش خود را در راستای فروش این بلوک طی سال جاری به کار می برد. البته فروش سهام ایران خودرو و سایپا به خودروسازان خارجی، خبری بود که در هفته اول بورس در سال 95 سبب تغییر روند فروش سهام این دو شرکت در بازار سرمایه شد. خبری که بیشتر شبیه شایعه بود تا واقعیت. در حالی روند و موج منفی خریدوفروش سهام ایران خودرو و سایپا سرمایه گذاران بازار را نسبت به سرمایه گذاری در این دو شرکت ناامید کرده بود، با انتشار یک خبر و دو شایعه در بازار روند فروش سهام این دو خودروساز بزرگ خاورمیانه مثبت شد و رونق گرفت. خبر اعلام معاون وزیر صنعت مبنی بر نهایی شدن قراردادهای جدید خودروسازان داخلی با شرکای خارجی تا خرداد امسال به همراه دو شایعه تأیید نشده فروش 29 درصد سهام سایپا به سیتروئن و فروش 17 درصد سهام ایران خودرو به فیات سبب لغو صف کشی سهامداران این دو شرکت برای فروش سهام شد. دو شایعه فروش سهام دو شرکت به خودروسازان جهانی همچنین سبب بازگشت روند خریدوفروش سهام این دو شرکت به مسیر مثبت در بورس شده است. هنوز هم فروش 29 و 17 درصد سهام سایپا و ایران خودرو به سیتروئن و فیات هنوز از سوی مقامات این دو شرکت و مدیران دولتی تکذیب یا تأیید نشده است. بی آنکه کسی مطلع باشد، تب فروش سهام خودروسازان بزرگ کشور ناگهان در بهمن ماه سال جاری (96) بالا گرفت. تا آنجا که پس از ایران خودرو، دیگر خودروساز بزرگ داخلی نیز به دنبال واگذاری بخشی از سهام خود به بخش خصوصی است. حدود یک ماه پیش بود که ایران خودرو اعلام کرد سهام 15.8 درصدی شرکت سرمایه گذاری سمند به صورت مزایده واگذار خواهد شد و قرار بود ظرف حداقل 10 روز پس از انتشار آگهی موردنظر، این سهام در بورس عرضه شود. بااین حال اما سهام موردنظر در محدوده زمانی اعلامی، عرضه نشد تا شائبه هایی مبنی بر منتفی شدن این موضوع ایجاد شود. این در شرایطی است که ایران خودرویی ها گفته بودند سهام 15.8 درصدی شرکت سرمایه گذاری سمند در تاریخ یازدهم بهمن ماه امسال (امروز) عرضه خواهد شد. جدا از ایران خودرو شنیده می شود دومین خودروساز بزرگ کشور نیز به دنبال فروش سهام زیرمجموعه خود است. بر اساس شنیده ها، گویا گروه خودروسازی سایپا قصد دارد تمام یا بخشی از سهام پارس خودرو را به بخش خصوصی واگذار کند. پارس خودرو در حال حاضر سومین خودروساز بزرگ ایران به شمار می رود و پیش تر نیز در مقاطعی صحبت هایی مبنی بر واگذاری آن به میان آمده بود. هرچند هنوز اخبار رسمی درباره فروش سهام پارس خودرو منتشر نشده، بااین حال منابع آگاه می گویند سایپا به دنبال واگذاری این سهام بوده و این احتمال وجود دارد که در آینده ای نه چندان دور، آگهی عرضه آن در بورس منتشر شود. اهلیت اهرمی برای قطع و وصل حکایت عدم اهلیت داستان تازه ای در دنیای بورس نیست. مهر ماه امسال اهلیت خریدار سهام بلوکی ایرالکو رد شد. به گفته دبیرکل سندیکای صنایع آلومینیوم ایران به نظر می رسد برخی خریداران کارخانه های آلومینیوم به فکر انحصار بوده و در مرحله اول با عرضه محصولات خارج از بورس کالا و به قیمت پایین تر از بورس کالا اقدام به دامپینگ قیمت کنند. شرکت آلومینیوم المهدی به دنبال کسب کرسی هیأت مدیره ایرالکو بود و تلاش داشت سهام بلوکی مذکور را خریداری کند؛ اما این امر انحصار را در پی داشت و با توجه به اینکه سندیکای صنعت آلومینیوم به دنبال ممانعت از ایجاد انحصار است، موضوع از سوی سازمان خصوصی سازی و سندیکا رصد شد که به دلیل عدم اثبات اهلیت خریدار، این بلوک با وجود چند مرحله عرضه معامله نشد. پیش تر در مردادماه سال جاری یک نماینده مجلس درباره خریدار کارخانه ماشین سازی تبریز نیز از چنین واژه ای استفاده کرده بود. محمدحسین فرهنگی نماینده مردم تبریز با انتقاد از انتشار اخباری مبنی بر فروش کارخانه ماشین سازی به یک فرد خاص، گفت: این خریدار به هیچ عنوان اهلیت ندارد و مبلغ چک های صادر شده را در موعد مقرر نتوانسته پاس کند. به گفته فرهنگی کسی که اقدام به خرید کارخانه ماشین سازی تبریز کرده برای یک دهم ارزش واقعی آن چک داده و آن را نتوانسته در زمان مقرر پاس کند که این امر نشان دهنده عدم اهلیت وی است. سال گذشته در چنین روزهایی بود که فروش پالایشگاه کرمانشاه با دلیلی مشابه متوقف شد. پالایشگاه کرمانشاه که در فهرست واگذاری های سال 94 سازمان خصوصی سازی قرار داشت، پس از عدم اقدام برای واگذاری در سال گذشته، در فهرست واگذاری های سال 95 قرار گرفت. اخیراً اقداماتی برای واگذاری این پالایشگاه از جمله تعیین قیمت و مذاکره با شرکت های متقاضی خرید سهم آن انجام شده که این روند موردانتقاد برخی کارشناسان و افراد مطلع قرار گرفته است. یکی از کسانی که بیشترین انتقاد را به روند خصوصی سازی پالایشگاه کرمانشاه دارد، «هدایت الله خادمی» عضو کمیسیون انرژی مجلس شورای اسلامی است. به گفته خادمی مهم ترین ایراد به جریان واگذاری پالایشگاه کرمانشاه اهلیت خریدار است.",http://www.mokhbernews.ir/Home/ShowNewsInfo/3421079/%D9%BE%D9%8A%D8%AF%D8%A7-%D9%88-%D9%BE%D9%86%D9%87%D8%A7%D9%86-%D8%B9%D8%AF%D9%85-%D9%88%D8%A7%DA%AF%D8%B0%D8%A7%D8%B1%D9%8A-%D8%B3%D9%87%D8%A7%D9%85-%D8%A7%D9%8A%D8%B1%D8%A7%D9%86-%D8%AE%D9%88%D8%AF%D8%B1%D9%88-%D8%A7%D9%87%D9%84%D9%8A%D8%AA%D9%8A-%DA%A9%D9%87-%D8%AA%D8%A3%D9%8A%D9%8A%D8%AF-%D9%86%D8%B4%D8%AF,V
9,3,111,4363,#فوری 💥در تکذیبیه امروز #خودرو مبنی بر تکذیب خرید 17 درصد سهام ایران خودرو توسط #فیات نکته,https://t.me/Eco4all/4363,💥در تکذیبیه امروز #خودرو مبنی بر تکذیب خرید 17 درصد سهام ایران خودرو توسط #فیات نکته ای نهفته است! 📝مثل تکذیبیه ای که مدیران #ذوب، برای افزایش سرمایه 300 درصدی صادر کردند بعد از چند روز، افزایش سرمایه 600 درصدی منتشر کردند و گفتند: ما گفتیم که 300 درصد کذب است !,"در تکذیبیه امروز خودرو مبنی بر تکذیب خرید 17 درصد سهام ایران خودرو توسط فیات نکته ای نهفته است! مثل تکذیبیه ای که مدیران ذوب، برای افزایش سرمایه 300 درصدی صادر کردند. بعد از چند روز، افزایش سرمایه 600 درصدی منتشر کردند و گفتند: ""ما گفتیم که 300 درصد کذب است!""",فروش سهام به فیات,تکذیب خرید 17 درصد سهام ایران خودرو توسط فیات,۲۲/۰۱/۱۳۹۵,تی نیوز,تی نیوز,۲۳/۰۱/۱۳۹۷,تکذیب رسمی خرید ۱۷ درصد سهام ایران خودرو توسط فیات موجب شد تا سهام این شرکت امروز با کاهش قیمت و صف فروش ۱۵ میلیون سهمی مواجه شود. درحالی طی روزهای اخیر زمزمه هایی مبنی بر انجام مذاکراتی برای خرید سهام شرکت های خودرو ساز از جمله 17 و 20 درصد سهام ایران خودرو و سایپا در بین فعالان بازار سرمایه شنیده و این عامل موجب رشد همراه با نوسان قیمت سهام گروه خودرویی شده که تکذیب رسمی خرید 17 درصد سهام ایران خودرو توسط فیات موجب شد تا سهام این شرکت امروز با کاهش قیمت و صف فروش 15 میلیون سهمی مواجه شود. براساس این گزارش، مدیریت ارتباطات ایران خودرو با انتشار خبری با تیتر ایران خودرو: خرید سهام ایران خودرو توسط فیات کذب است با تاکید بر اینکه اخبار مربوط به این گروه خودروسازی تنها از سوی مدیرعامل و رسانه های رسمی این شرکت اطلاع رسانی می شود، اعلام کرد در چند روز اخیر اظهارنظرهایی در مورد نحوه همکاری ایران خودرو و شرکت های خودروساز جهانی منتشر شده که هیچ یک از آنها قابل استناد نیست. همانگونه که مدیرعامل گروه صنعتی ایران خودرو پیشتر اعلام کرده، تماس ها و مذاکرات جدی گروه صنعتی ایران خودرو و شرکت های خودروساز جهانی به صورت مداوم در حال انجام است و جزئیات و اخبار مربوط به آن از سوی مدیرعامل و رسانه های رسمی گروه صنعتی ایران خودرو اطلاع رسانی خواهد شد. طی روزهای اخیر مطالبی پیرامون نحوه و سطح همکاری های گروه صنعتی ایران خودرو و شرکت های خودروساز جهانی مطرح شده است. ناگفته پیداست که اظهارنظر پیرامون چنین موضوعاتی، نیازمند آگاهی و اشراف بر جزئیات مذاکرات است و کسانی که در متن این گفتگوها و تماس ها قرار ندارند، نمی توانند اطلاعات صحیحی در اختیار رسانه ها و افکار عمومی قرار دهند. مدیریت ارتباطات و امور بین­ الملل گروه صنعتی ایران خودرو با تاکید بر اینکه این گونه اظهارنظرهای غیرمسئولانه، علاوه بر غیرمرتبط و غیرمستند بودن، در روند مذاکرات و توافق های موردنظر اختلال ایجاد می کنند، از رسانه ها درخواست کرد با توجه به حساسیت مذاکرات و توافق های بین المللی، اخبار و اطلاعات مربوط به این همکاری ها را فقط از سوی مدیرعامل و رسانه های رسمی ایران خودرو دریافت و منتشر کنند.,http://tnews.ir/news/660360602752.html,V
10,1,112,298,_ راستش را اگر بخواهید، من درباره این ماجرای تخلف کلی میلیارد تومانی دولت و دودوزه بازی با صندوق توسعه ملی از سوی دولت راستگویان! چندان هم قائل به گناه رسانه,https://t.me/bagheandishe/298,,,,,,,,,,,N
10,2,112,298,_ راستش را اگر بخواهید، من درباره این ماجرای تخلف کلی میلیارد تومانی دولت و دودوزه بازی با صندوق توسعه ملی از سوی دولت راستگویان! چندان هم قائل به گناه رسانه,https://t.me/bagheandishe/298,,,,,,,,,,,N
10,3,112,298,_ راستش را اگر بخواهید، من درباره این ماجرای تخلف کلی میلیارد تومانی دولت و دودوزه بازی با صندوق توسعه ملی از سوی دولت راستگویان! چندان هم قائل به گناه رسانه,https://t.me/bagheandishe/298,,,,,,,,,,,N
11,1,113,145,یکی از نشانه,https://t.me/aboozare_pars/145,,,,,,,,,,,N
11,2,113,145,یکی از نشانه,https://t.me/aboozare_pars/145,,,,,,,,,,,N
11,3,113,145,یکی از نشانه,https://t.me/aboozare_pars/145,,,,,,,,,,,N
12,1,114,21519,این صف فروشهای خودرو رومیتوان به چند دلیل دانست👇👇👇 ✔تکذیب فروش سهام ایران خودرو به فیات که این تکذیبیه نبود بلکه مهر تاییدی بود بر فروش سهم که بازار در این مورد اشتباه می,https://t.me/goolchinsahm/21519,,,,,,,,,,,N
12,2,114,21519,این صف فروشهای خودرو رومیتوان به چند دلیل دانست👇👇👇 ✔تکذیب فروش سهام ایران خودرو به فیات که این تکذیبیه نبود بلکه مهر تاییدی بود بر فروش سهم که بازار در این مورد اشتباه می,https://t.me/goolchinsahm/21519,,,,,,,,,,,N
12,3,114,21519,این صف فروشهای خودرو رومیتوان به چند دلیل دانست👇👇👇 ✔تکذیب فروش سهام ایران خودرو به فیات که این تکذیبیه نبود بلکه مهر تاییدی بود بر فروش سهم که بازار در این مورد اشتباه می,https://t.me/goolchinsahm/21519,,,,,,,,,,,N
13,1,115,21276,🔴🔴مهم //فوری تکذیبیه خبرشهادت ابراهیم عشریه 💥💥پس از انتشار شایعات فراوان ♨♨خبرشهادت سومین مدافع حرم از نکا تکذیب شد/ ابراهیم عشریه زنده و در بیمارستان حلب بستری است 🔵🔵درحالی که اخبار متناقضی درخصوص شهادت ابراهیم عشریه میان مردم و شبکه,https://t.me/fordu/21276,تكذيبيه خبر شهادت ابراهيم عشريه 💥💥پس از انتشار شایعات فراوان ♨️♨️خبر شهادت سومین مدافع حرم از نکا تکذیب شد/ ابراهیم عشریه زنده و در بیمارستان حلب بستری است 🔵🔵درحالی که اخبار متناقضی درخصوص شهادت ابراهیم عشریه میان مردم و شبکه‌های اجتماعی در حال گسترش بود، خبر شهادت وی تکذیب شد، وی در بیمارستان حلب درحال مداوا است. ⛔️به گزارش پیک نکا، طی دو روز گذشته فضای شهرستان نکا و شبکه‌های اجتماعی پر شده بود از خبر شهادت ابراهیم عشریه که به عنوان مدافع حرم حضرت زینب در سوریه حضور داشت، به طوری که فضای پر استرسی برای خانواده وی فراهم آمده بود. ⛔️اما صبح امروز در چند نوبت اخبار دقیقی درخصوص این پاسدار رشید مدافع حرم اعلام شد که بر اساس دقیق‌ترین اخبار رسیده، ابراهیم عشریه به همراه همرزمان خود با حمله 2 هزار نفری داعشی‌ها در منطقه در حلب روبرو شدند و برای حفظ موقعیت خود به نبرد جانانه با دشمن تکفیری پرداختند. ⛔️در اثر این درگیری، آخرین لحظه‌ای که وی توسط همرزمانش مشاهده شد، به شدت در اثر برخورد گلوله زخمی شده بود اما نتوانست خود را به عقب برگرداند که همین امر سبب ایجاد تصور شهادت وی و افتادن پیکرش به دست داعشی‌ها شد. ⛔️اما همرزمان دلاور وی پس از تلاشی جانانه موفق شدند پیکر تقریباً بیجان وی که در اثر خونریزی شدید به حالت کما درآمده بود را پیدا کرده و به عقب برگردانند، سپس وی سریعاً به بیمارستان حلب منتق شد و تحت درمان جدی قرار گرفت. ⛔️در اثر تلاش کادر پزشکی وی احیا شده و از حالت کما بیرون آمد، هم اکنون با وجود جراحات بسیار در بیمارستان بستری بوده و تلاش پزشکان برای بهبود هرچه بیشتر وی ادامه دارد، با این توضیح که وی از مرگ رهایی یافته و به عنوان جانباز غیور مدافع حرم لقب گرفته است. ⛔️درجه رفیع جانبازی ابراهیم عشریه را به خانواده، همرزمان و مردم شهیدپرور شهرستان نکا تبریک می‌گوییم، باشد که هرچه زودتر با غلبه محور مقاومت بر دشمنان غربی، عبری و عربی، راه قدس شریف باز شود.,تكذيبيه خبر شهادت ابراهيم عشريه پس از انتشار شایعات فراوان خبر شهادت سومین مدافع حرم از نکا تکذیب شد. ابراهیم عشریه زنده و در بیمارستان حلب بستری است. درحالی که اخبار متناقضی درخصوص شهادت ابراهیم عشریه میان مردم و شبکه‌های اجتماعی در حال گسترش بود، خبر شهادت وی تکذیب شد، وی در بیمارستان حلب درحال مداوا است. به گزارش پیک نکا، طی دو روز گذشته فضای شهرستان نکا و شبکه‌های اجتماعی پر شده بود از خبر شهادت ابراهیم عشریه که به عنوان مدافع حرم حضرت زینب در سوریه حضور داشت، به طوری که فضای پر استرسی برای خانواده وی فراهم آمده بود. اما صبح امروز در چند نوبت اخبار دقیقی درخصوص این پاسدار رشید مدافع حرم اعلام شد که بر اساس دقیق‌ترین اخبار رسیده، ابراهیم عشریه به همراه همرزمان خود با حمله 2 هزار نفری داعشی‌ها در منطقه در حلب روبرو شدند و برای حفظ موقعیت خود به نبرد جانانه با دشمن تکفیری پرداختند. در اثر این درگیری، آخرین لحظه‌ای که وی توسط همرزمانش مشاهده شد، به شدت در اثر برخورد گلوله زخمی شده بود اما نتوانست خود را به عقب برگرداند که همین امر سبب ایجاد تصور شهادت وی و افتادن پیکرش به دست داعشی‌ها شد. اما همرزمان دلاور وی پس از تلاشی جانانه موفق شدند پیکر تقریباً بیجان وی که در اثر خونریزی شدید به حالت کما درآمده بود را پیدا کرده و به عقب برگردانند، سپس وی سریعاً به بیمارستان حلب منتق شد و تحت درمان جدی قرار گرفت. در اثر تلاش کادر پزشکی وی احیا شده و از حالت کما بیرون آمد، هم اکنون با وجود جراحات بسیار در بیمارستان بستری بوده و تلاش پزشکان برای بهبود هرچه بیشتر وی ادامه دارد، با این توضیح که وی از مرگ رهایی یافته و به عنوان جانباز غیور مدافع حرم لقب گرفته است. درجه رفیع جانبازی ابراهیم عشریه را به خانواده، همرزمان و مردم شهیدپرور شهرستان نکا تبریک می‌گوییم، باشد که هرچه زودتر با غلبه محور مقاومت بر دشمنان غربی، عبری و عربی، راه قدس شریف باز شود.,شهادت براهیم عشریه,شهادت ابراهیم عشریه,۱۷/۰۳/۱۳۹۵,ایسنا,معاون روابط عمومی و تبلیغات سپاه کربلا,۲۳/۰۱/۱۳۹۷,معاون روابط عمومی و تبلیغات سپاه کربلا گفت: شهادت «ابراهیم عشریه» به عنوان سی و یکمین شهید مدافع حرم استان مازندران تایید شد. به گزارش ایسنا منطقه مازندران، حسینعلی رضایی صبح امروز در جمع خبرنگاران گفت: ابراهیم عشریه 25 فروردین ماه سال جاری در منطقه جنوب حلب مجروح شد اما به دلیل مشخص نبودن وضعیت پیکر این شهید و با پیگیری های به عمل آمده از مراجع ذیربط پس از 54 روز، خبر شهادت این شهید رسما تایید شد. معاون روابط عمومی و تبلیغات سپاه کربلا افزود: شهید مدافع حرم ابراهیم عشریه به عنوان پنجمین شهید شهرستان شهیدپرور نکا و سی و یکمین شهید مدافع حریم آل الله از استان مازندران محسوب می‌شود که در دانشگاه امام حسین(ع) مشغول به خدمت بود. رضایی با اشاره به وضعیت نامساعد منطقه عملیاتی در جنوب حلب گفت: امکان مراجعت پیکر مطهر شهید عشریه فعلا وجود ندارد. مسئول روابط عمومی سپاه کربلا با تبریک و تسلیت به مردم مازندران بویژه خانواده این شهید،تاکید کرد: دریادلان دیار علوی در دفاع از حرم اهل بیت (ع) گوش به فرمان رهبر معظم انقلاب آماده هستند تا با نثار خون خویش اجازه تعدی به مزدوران آمریکایی اسراییلی به حریم آل الله را ندهند. رضایی در پایان گفت: اخبار تکمیلی و زمانبندی برگزاری گرامیداشت شهید عشریه متعاقبا از روابط عمومی سپاه کربلا به اطلاع عموم مردم مازندران خواهد رسید.,https://www.isna.ir/news/95031709879/%D8%B4%D9%87%D8%A7%D8%AF%D8%AA-%D8%A7%D8%A8%D8%B1%D8%A7%D9%87%DB%8C%D9%85-%D8%B9%D8%B4%D8%B1%DB%8C%D9%87-%D8%AF%D8%B1-%D8%B3%D9%88%D8%B1%DB%8C%D9%87-%D8%AA%D8%A7%DB%8C%DB%8C%D8%AF-%D8%B4%D8%AF,R
